Artist,Title songs,Popularity,label
BTS,Attack on Bangtan,62,0
Iksan Skuter,Lelaki Itu - new version,28,2
Leslie Odom Jr.,Wait for It,70,4
Goth Babe,Weekend Friend,69,4
Leonard Peters,Five Years Ago,59,3
EXO,Love Shot,76,4
Joe Walsh,Rocky Mountain Way - Live At Santa Monica Civic Auditorium/1976,51,1
Frédéric Chopin,"Piano Sonata No. 3 in B Minor, Op. 58: IV. Finale (Presto non tanto)",0,3
Via Vallen,"Kita Bisa - From ""Raya and the Last Dragon""",39,2
Hozier,Take Me to Church,77,2
Citra Scholastika,Sbab Kau Besar,49,2
The Moody Blues,Question - Live At Red Rocks/1992,11,1
KALEO,Way down We Go,79,2
THE BOYZ,THRILL RIDE,64,0
Destiny's Child,"Bills, Bills, Bills",78,4
The Weeknd,Starboy,85,4
Bad Company,Bad Company - Live At Red Rocks,20,1
Budi Doremi,Mesin Waktu,69,2
Charley Crockett,Just So You Know,43,2
CMC 3,Once I Had A Secret Love,63,3
Wolfgang Amadeus Mozart,"Le nozze di Figaro, K. 492: Porgi, amor",0,2
Aaron Taylor,I Think I Love You Again,62,2
John Mellencamp,Walk Tall,24,0
Ray Charles,Georgia on My Mind,59,2
Creedence Clearwater Revival,Born On The Bayou - Live At The Woodstock Music & Art Fair / 1969,43,1
BTS,Singularity,69,2
Claude Debussy,"Clair de Lune, L. 32",69,3
Mc Kresha,M'ka Bo Dru,26,0
Lil Peep,Falling Down - Bonus Track,82,4
BTS,Come Back Home,60,4
Riovaz,Prom Night,76,4
The Neighbourhood,Reflections,74,0
Lil Uzi Vert,XO Tour Llif3,84,4
38 Special,Midnight Magic,23,0
DAY6,Sweet Chaos,61,1
Wolfgang Amadeus Mozart,"Flute and Harp Concerto in C Major, K. 299: I. Allegro",0,3
TheOvertunes,Bicara (feat. Monita Tahalea),62,2
Norman Brown,That's The Way Love Goes,54,3
Jamie O'Neal,All By Myself,46,4
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 50 Evangelist: ""Und ließ versammeln alle Hohepriester""",0,2
Jon Pardi,Head Over Boots,73,0
Radiohead,Karma Police,75,4
Dewa 19,Cinta 'kan Membawamu Kembali,55,2
Neil Young,Harvest Moon,72,2
Shooter Jennings,Call Me The Breeze,20,0
Edvard Grieg,"Lyric Pieces, Book 9, Op. 68: Badnlat (Cradle Song)",63,3
Jonas Brothers,Who's In Your Head,76,0
JEON SOMI,XOXO,74,0
ST12,Putri Iklan,58,0
Monsta X,I got love,58,4
Maudy Ayunda,Untuk Apa,55,2
Amaarae,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),91,2
Wolfgang Amadeus Mozart,"Piano Concerto No. 26 in D Major, K. 537 ""Coronation"": II. Larghetto",0,3
SUNMI,Siren,60,4
Survivor,Eye Of The Tiger,50,0
Lil Nas X,THATS WHAT I WANT,94,0
Nicki Minaj,The Night Is Still Young,66,0
LouiVos,Airplane,3,0
Amtenar,Lombok I Love You,39,0
k.d. lang,Golden Slumbers / The End,30,2
Scott Bradlee's Postmodern Jukebox,Habits,66,2
BIBI,PADO,58,0
Helge Schneider,Blaue Lagune - Remastered,6,0
Bad Company,Rock 'n' Roll Fantasy - Live,14,1
AC/DC,Highway to Hell,84,4
Nelly,Just A Dream,74,4
"Harry Connick, Jr.",It Had to Be You (Big Band and Vocals),61,2
BLACKPINK,Don't Know What To Do,68,4
The Ronettes,Frosty the Snowman,73,1
Shakin' Stevens,Rockin' Little Christmas,39,0
Wolfgang Amadeus Mozart,"Three German Dances, K.605: No.3 in C, Trio ""Die Schlittenfahrt""",0,2
Project Pop,Ingatlah Hari Ini,55,0
Vince Guaraldi Trio,Christmas Is Coming,64,2
The Black Crowes,No Speak No Slave,33,4
Lil Tjay,Run It Up (feat. Offset & Moneybagg Yo),81,0
BTS,Mikrokosmos,76,4
Darius,Hot Hands,65,4
Smiley,Over The Top (feat. Drake),77,4
Robert Glasper,Better Than I Imagined (Feat. H.E.R. & Meshell Ndegeocello),58,4
Young Money,Trophies,75,4
Blossom Dearie,Manhattan,57,2
Monita Tahalea,Memulai Kembali,54,2
"Hank Williams, Jr.",Family Tradition,67,0
Johann Sebastian Bach,"Mass in B Minor, BWV 232: No. 6. Gloria - Laudamus te",0,2
Eric Clapton,Cocaine,66,0
Bob Dylan,"Dignity - Live at Sony Music Studios, New York, NY - November 1994",26,1
Uncle Lucius,Keep The Wolves Away,70,2
Three Dog Night,Rock & Roll Widow,15,0
San E,i am sick - Instrumental,2,3
Ratu,Teman Tapi Mesra,53,0
Tulus,Langit Abu-Abu,66,2
The Wreckers,The Good Kind,41,2
Raperin,Zilan,12,2
Meat Loaf,Hot Patootie - Bless My Soul,55,0
Johann Sebastian Bach,"O Gott, du frommer Gott, BWV 767",0,3
Russell Dickerson,Blue Tacoma,68,0
Ella Fitzgerald,Blue Skies,55,2
Rich Brian,Slow Down Turbo,51,4
Mega,Gangsta Girl,0,4
Hayes Carll,Take Me Away,33,2
All Time Low,Monsters (feat. Demi Lovato and blackbear),71,0
Ava Max,Christmas Without You,76,2
Faith Hill,This Kiss - Pop Remix Radio,38,0
Oaty.,Mai Tai,56,3
Billy Joel,She's Always a Woman,73,2
Juice WRLD,Let Me Know (I Wonder Why Freestyle),78,4
Hyolyn,Dally (feat. GRAY),61,0
Louis Armstrong,Dream A Little Dream Of Me,59,2
Grand Funk Railroad,Footstompin' Music,37,4
Bonnie Tyler,Believe in Me (Radio Edit),32,4
NaFF,Kenanglah Aku,58,1
Bill Evans,Gary's Theme - Remastered,59,3
The Animals,House Of The Rising Sun,71,4
Toadies,Possum Kingdom,66,0
Taylor Swift,22 (Taylor's Version),83,0
John Denver,"Zachary & Jennifer/ For Baby (For Bobbie) - Live at Red Rocks, CO - August 1973",14,1
Coldiac,Beautiful Day,46,0
Aerosmith,Walk This Way,75,0
Norah Jones,Christmastime,27,2
Ada Band,Manusia Bodoh,64,4
*NSYNC,Bye Bye Bye,72,0
Eve,Kaikai Kitan,78,0
Lil Baby,Drip Too Hard (Lil Baby & Gunna),83,1
George Harrison,My Sweet Lord - Remastered 2014,76,0
Garrett Hedlund,Turn Loose the Horses,36,2
Commodores,I'm Gonna Need Your Loving,22,0
Upchurch,Dusty Side of Music City,47,4
$uicideboy$,"...And to Those I Love, Thanks for Sticking Around",86,4
Lauren Daigle,You Say,76,2
Tompi,Tak Pernah Setengah Hati,56,2
The Guess Who,Smoke Big Factory - Remastered,27,2
TWICE,Heart Shaker,66,0
TOMORROW X TOGETHER,PUMA,62,4
Near,Bilang Pada Tuhanmu,57,4
Chris Rea,Driving Home for Christmas,78,0
CORPSE,E-GIRLS ARE RUINING MY LIFE!,78,4
DaBaby,Lonely (with Lil Wayne),78,0
The Wombats,Greek Tragedy - Oliver Nelson TikTok Remix,72,4
Raperin,Li Xwe Baş Binêre,32,2
Sabrina Carpenter,Skin,75,2
Yovie & Nuno,Menjaga Hati,61,2
Tiara Andini,Cintanya Aku,60,2
Ricky Nelson,Travelin' Man - Remastered,59,2
Hivi!,Bumi Dan Bulan,52,2
Uncle Kracker,Follow Me,73,0
The Neighbourhood,Softcore,73,4
가수연합,비의 랩소디,1,2
Travis Scott,HIGHEST IN THE ROOM,85,4
Bon Jovi,You Give Love A Bad Name,81,0
G-Eazy,"Me, Myself & I",78,4
Tech N9ne,Caribou Lou,65,0
Trapt,Headstrong,74,4
Greydon Park Band,Postcards,59,3
Mel McDaniel,'57 Chevy And You,32,0
Parmalee,Just the Way,71,0
Garrett Hedlund,Timing Is Everything,49,2
Canned Heat,Boogie Music,24,2
Stray Kids,Any,62,4
Bad Company,"Gone, Gone, Gone - Live At Red Rocks",17,1
Muse,Supermassive Black Hole,78,0
Payung Teduh,Akad,66,0
James Taylor,Fire and Rain - 2019 Remaster,72,2
Homicide (Indonesia),Altar Ruins,11,4
Soundgarden,Black Hole Sun,77,4
Gera MX,Botella Tras Botella,85,2
Stephan Moccio,Le Jardin de Monsieur Monet,65,3
Bryson Tiller,The Sequence,54,4
Lil Tecca,LOT OF ME,81,0
Music Travel Love,You Are My Sunshine,59,2
Raperin,Êvare - Canlı Performans,8,2
H.E.R.,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",74,4
Bill Frisell,The Pioneers,52,3
Girls' Generation,Gee,66,0
GANGGA,Blue Jeans,77,2
Sheila On 7,Itu Aku,50,4
Arctic Monkeys,I Wanna Be Yours,82,4
JAY B,Switch It Up (feat. sokodomo) - Prod. Cha Cha Malone,59,4
K/DA,I'LL SHOW YOU,66,0
Pretenders,Thin Line Between Love and Hate,0,0
The Mavericks,Here Comes The Rain,30,0
Red Velvet,Pose,65,0
Adele,All I Ask,77,2
Bob Seger,Downtown Train - Remastered,31,0
Tom Petty,Runnin' Down A Dream,70,1
Ry Cooder,Goodnight Irene,33,0
Bonobo,Rosewood,65,4
Drake,7am On Bridle Path,75,4
Johann Sebastian Bach,"Suite No. 3 in D Major, BWV 1068: 2. Air",3,3
Playboi Carti,R.I.P.,77,0
Dipha Barus,Money Honey (Count Me In),53,0
One Direction,Story of My Life,83,4
Johann Sebastian Bach,"Christmas Oratorio, BWV 248 / Part One - For The First Day Of Christmas: No.8 Aria: ""Großer Herr, o starker König""",0,2
Souljah,Tak Selalu,58,0
Joey Alexander,Blackbird,26,3
Johann Sebastian Bach,"Violin Sonata No. 1 in G Minor, BWV 1001: I. Adagio",0,3
Kris Bowers,Strange (feat. Hillary Smith),61,3
Antartick,Indonesia Kita (feat. Bogorian Voices),1,2
Alessia Cara,Here,69,4
The Bottle Rockets,Welfare Music,34,2
ABBA,Dancing Queen,82,1
The 1975,Somebody Else,74,4
Jennifer Nettles,Stop Draggin' My Heart Around - Live From Marathon Music Works,18,4
Vira Talisa,If I See You Tomorrow,43,2
Blossom Dearie,'Deed I Do,60,2
Lil Baby,Ready (feat. Gunna),79,4
Stray Kids,24 to 25,68,2
The Band Perry,If I Die Young,71,4
Nat King Cole,Let There Be Love,60,2
Mc Kresha,HipHop,35,0
Armada,Asal Kau Bahagia,60,4
Trois Amis,When You Are Around,61,3
Fleetwood Mac,Never Going Back Again - 2004 Remaster,69,2
Ella Fitzgerald,Baby It's Cold Outside,60,2
The All-American Rejects,"Swing, Swing",68,4
DEAN,love,59,4
BTS,Jump,67,0
Helge Schneider,"Musik, Musik, Musik - Remastered",5,2
Becky Hill,Remember,82,4
Lil Tjay,F.N,81,4
Stray Kids,Secret Secret,66,4
DaBaby,BOP,80,0
Gold Ag,Fara E Rap'it,0,0
Calum Scott,Dancing On My Own,82,2
Chrisye,Cintaku,52,0
Creedence Clearwater Revival,I Put A Spell On You - Live At The Woodstock Music & Art Fair / 1969,38,1
The Macarons Project,Creep - Acoustic,55,2
Bryan Adams,"Heaven - Live At Rock Werchter, Belgium/1988",29,1
Cage The Elephant,Come a Little Closer,72,4
Rihanna,Sex With Me,74,4
j-hope,Blue Side (Outro),65,3
Astoria Three,Lament,59,3
Seori,Running Through The Night,62,2
Jason Mraz,I Won't Give Up,73,2
DEAN,Pour Up,59,0
Neon Trees,Animal,73,0
Bart Crow,"Dear Music,",34,2
Joey + Rory,Coat Of Many Colors,25,2
Black Sabbath,Iron Man - 2012 - Remaster,66,4
Lady Gaga,Poker Face,75,0
NCT 127,Highway to Heaven - English Version,58,4
DEAN,What 2 Do,61,0
Tom T. Hall,Magnificent Music Machine,19,0
Jazzy James,Sky Blu,56,3
Sara Bareilles,Brave,72,0
Shawn Mendes,If I Can't Have You,76,0
Sidney Bechet,Si tu vois ma mère - Slow,58,3
Wolfgang Amadeus Mozart,"Flute Concerto in G Major, K. 313: I. Allegro maestoso",0,3
Dried Cassava,Paradox,44,0
Benny Green,Beautiful Moons Ago - Live,52,3
Leon Russell,Slipping Into Christmas,20,2
Cavetown,Juliet,79,4
SHINee,Ring Ding Dong,63,0
Eric Church,"Country Music Jesus - Live At Allstate Arena, Chicago, IL / April 13, 2017",22,4
NIKI,Plot Twist,49,2
Lil Uzi Vert,P2,74,4
Gwen Stefani,Hollaback Girl,70,0
NIKI,Dancing With The Devil,52,4
Felix Irwan,When We Were Young (Acoustic Version),46,2
The Outlaws,Green Grass & High Tides - Remastered,11,4
NCT DREAM,Life Is Still Going On,71,0
Doris Day,Again (with The Mellomen),62,2
Connie Francis,Who's Sorry Now,59,2
BTS,UGH!,72,4
Kanye West,I Wonder,77,4
Tech N9ne,Red Kingdom,65,4
Sia,Chandelier,70,4
Stevie Nicks,No Spoken Word,26,4
G-DRAGON,"무제(無題) (Untitled, 2014)",61,2
Stephanie Poetri,Paranoia,35,4
12mé,Passe le mic,0,0
Iksan Skuter,Pesan Untukmu,28,2
Issam Alnajjar,Hadal Ahbek,62,4
Charley Pride,You're Still in These Crazy Arms of Mine,29,0
38 Special,You Got The Deal,13,0
Oasis,Wonderwall - Remastered,79,4
Of Monsters and Men,Little Talks,81,4
Eagles,"Rocky Mountain Way - Live From The Forum, Inglewood, CA, 9/12, 14, 15/2018",31,1
EXO,The Eve,69,4
Bruno Mars,Grenade - Acoustic,4,2
Dean Martin,Mean To Me - Remastered/1998,57,2
Stevie Nicks,Rock and Roll - Live 2005,24,1
Bazzi,Beautiful (feat. Camila Cabello),75,4
Daun Jatuh,Resah Jadi Luka,68,2
Louk,Dinner is Ready,60,3
Jack Harlow,SUVs (Black on Black),79,0
AC/DC,Dirty Deeds Done Dirt Cheap,74,0
Ardhito Pramono,fine today (Nanti Kita Cerita Tentang Hari Ini - Original Motion Picture Soundtrack),59,2
Nadin Amizah,Taruh,58,2
BTS,I'm Fine,71,4
Banda Neira,Sampai Jadi Debu (Menampilkan Gardika Gigih),63,2
Wings,Venus And Mars / Rock Show / Jet - Live / Remastered,33,1
Jackson Browne,For a Rocker,26,0
Creedence Clearwater Revival,The Night Time Is The Right Time - Live At The Woodstock Music & Art Fair / 1969,35,1
Johann Sebastian Bach,"Herz und Mund und Tat und Leben, BWV 147: X. Jesu, Joy of Mans' Desiring",1,3
Foreigner,Head Games - Live,13,1
YoungBoy Never Broke Again,Nevada,75,4
Dere,Tanya,58,2
ENHYPEN,Not For Sale,70,0
Natashia Midori,Be with You,48,2
Baby Keem,ORANGE SODA,79,4
P!nk,True Love (feat. Lily Allen),76,4
LouiVos,Tennis,2,4
Ben Webster,That's All,61,2
Dan + Shay,When I Pray for You,30,4
Van Halen,Runnin' with the Devil - 2015 Remaster,70,4
lazy oscar,Third Eye,56,3
Trans-Siberian Orchestra,A Mad Russian's Christmas - Instrumental,59,3
BTS,Trivia 承 : Love,65,0
Isaac Hayes,Theme From Shaft - Remastered,64,0
P1Harmony,If You Call Me,55,0
Only The Family,Hellcats & Trackhawks,76,0
Olivia Rodrigo,brutal,84,4
Monsta X,HERO,60,0
Ariana Grande,just like magic,71,4
Kanye West,Ghost Town,78,4
Nanci Griffith,It's A Hard Life Wherever You Go,25,2
Nosstress,Istirahat,58,2
Michael Wollny,Velvet Gloves & Spit,54,3
Meghan Trainor,Better When I'm Dancin',75,0
Lalahuta,Tunggu Apa Lagi,58,2
Dale Hollow,Would That It Were so Simple,22,0
NIKI,Always Rising,61,4
Flying Lotus,Crust,65,3
Wings,Rock Show - Old Version,21,0
San E,Again - Instrumental,1,0
Johann Sebastian Bach,"Christmas Oratorio, BWV 248: No. 4, Aria: Bereite dich, Zion, mit zärtlichen Trieben",0,2
Fats Waller,Ain't Misbehavin',53,2
SEVENTEEN,Don't Wanna Cry,70,0
Sidiki Diabaté,On veut la Paix,3,2
Juice WRLD,Man Of The Year,75,4
Jordan Rakei,Midnight Mischief - Tom Misch Remix,62,2
TOMORROW X TOGETHER,Can't You See Me?,68,0
Last Child,Tak Pernah Ternilai,60,4
Garth Brooks,We Shall Be Free (Arr. J. Huls) [Live],32,1
MALIQ & D'Essentials,Setapak Sriwedari,55,0
Raperin,Derheqê Veqetînê,10,2
Matthew Halsall,Together - Special Edition,56,3
Mc Kresha,Hey Hey Hey,32,2
2KBABY,Luigi (feat. Chief Keef),62,0
Sturgill Simpson,Long White Line,59,0
The Front Bottoms,Twin Size Mattress,67,4
38 Special,Take Me Through The Night,22,4
Muriël Bostdorp,Nocturne,64,3
Farizki,Eyes Blue Or Brown - Lo-Fi Remix,47,3
CLC,Hobgoblin,58,1
Kanye West,Flashing Lights,81,4
Tina Turner,Rock 'n' Roll Widow - 2015 Remaster,30,2
Ricky Skaggs,THE OLD HOME PLACE,23,1
BTS,BTS Cypher 4,68,4
Stella Jang,Villain,62,2
Steve Miller Band,Fly Like An Eagle,67,2
The J. Geils Band,Love Stinks,23,1
Newington Green,In the Days of our Love,58,3
Phantogram,Black Out Days,74,4
Nujabes,Luv (sic),58,1
Charley Pride,The Way It Was in `51,30,0
Chase Atlantic,Into It,79,4
Adele,Cry Your Heart Out,87,2
Slank,Indonesia Now,5,0
Heart,Alone,74,2
Bad Company,Burnin' Sky - 2015 Remaster,20,0
Thievery Corporation,Lebanese Blonde,52,3
Styx,Come Sail Away,67,4
LeeHi,Red Lipstick (feat. Yoonmirae),66,1
Tom Misch,Lost in Paris,61,0
Chancla,Búzios,59,3
Twenty One Pilots,Tear in My Heart,74,4
Wiz Khalifa,"Work Hard, Play Hard",64,4
Dean Friedman,Lucky Stars,39,2
Cage The Elephant,Cold Cold Cold,71,0
Ada Band,Setengah Hati,60,4
Ellie Goulding,"Still Falling For You - From ""Bridget Jones's Baby""",78,2
Roy Drusky,Have a Little Talk With Jesus,28,2
Keith Jarrett Trio,Never Let Me Go,53,3
Bedford and 7th,A Few Days Ahead,63,3
Bea Miller,feel something,75,4
NCT,TOUCH,61,0
Juice WRLD,Lucid Dreams,86,4
Primary,U (Feat. Kwon Jin Ah & Rap Monster),44,0
Joey Alexander,Sunday Waltz,44,3
BIGBANG,LOSER,62,4
Bunga Citra Lestari,Kecewa,56,2
DEAN,dayfly,60,2
Judika,Bukan Dia Tapi Aku,57,2
Dr. Hook,Making Love And Music,29,0
Tom Petty and the Heartbreakers,Learning To Fly,72,0
Fleetwood Mac,"Blue Letter - Live at Barton Coliseum, Little Rock, AR 5/20/77",15,1
Brad Paisley,This Is Country Music,48,4
TOKYO’S REVENGE,GOODMORNINGTOKYO!,74,0
Kruger Brothers,"Duelling Banjos - From ""Deliverance""",32,3
Randy Houser,I'm A Ramblin' Man,21,2
Joey Alexander,What a Wonderful World,30,3
REO Speedwagon,Like You Do - Live,12,1
Saweetie,Back to the Streets (feat. Jhené Aiko),71,0
Arctic Monkeys,Arabella,75,4
Ten2Five,Cintaku Pada-Nya,2,2
Crush,Mayday,58,2
Remember of Today,Pergi Hilang Dan Lupakan,56,4
fromis_9,FUN!,61,0
Adera,Muara,59,2
John Hartford,Tishomingo Blues,26,3
347aidan,Dancing in My Room,80,2
Feby Putri,Runtuh,78,2
Playboi Carti,Magnolia,80,4
Drake,Yebba’s Heartbreak,74,2
Polo G,RAPSTAR,80,2
Coboy Junior,Kamu,55,0
NCT 127,Love On The Floor,60,0
Bryson Tiller,Open Interlude,55,2
Alabama,Song of the South,68,0
Galantis,Runaway (U & I),76,4
Dinah Washington,Teach Me Tonight,62,2
Cody Jinks,Loud and Heavy,71,0
Geekssmile,Datang Dan Terbakarlah,0,4
Katy Perry,Cozy Little Christmas,74,0
Lady Gaga,Million Reasons,78,2
Creedence Clearwater Revival,Down On The Corner,73,0
John Denver,The Christmas Song (Chestnuts Roasting On an Open Fire),38,2
The Vamps,All Night,76,4
Sting,Next To You - Live At Rockwood Music Hall,22,1
BADBADNOTGOOD,Love Proceeding,57,3
The Head And The Heart,Rivers and Roads,68,2
Johann Sebastian Bach,"Concerto for 2 Violins, Strings, and Continuo in D minor, BWV 1043: 2. Largo ma non tanto",0,2
J Boog,Let's Do It Again,69,0
John Denver,Grandma's Feather Bed,25,0
Bob Seger,"Beautiful Loser - Live At Cobo Hall, Detroit, Michigan/1975/Remastered",25,1
Dean Martin,"Baby, It's Cold Outside - Remastered 2004",73,2
Dua Lipa,Physical,77,0
MALIQ & D'Essentials,Himalaya,57,2
BLACKPINK,See U Later,63,1
Pink Floyd,"Another Brick in the Wall, Pt. 2",76,0
Pearl Jam,Alive,77,1
Marshmello,Here With Me,75,4
The Doobie Brothers,Rockin' Down the Highway - 2006 Remaster,36,0
Stacey Kent,Les eaux de mars,61,2
Tech N9ne,So Dope (They Wanna),54,1
Journey,Separate Ways (Worlds Apart),68,4
Music Travel Love,"Take Me Home, Country Roads (Acoustic)",59,2
Rubén Blades,Amor y Control,61,0
Hank Williams,Lord Build Me A Cabin - 2019 - Remaster,22,2
The Head And The Heart,Honeybee,70,1
Oakwood Station,From This Day Until Forever,54,2
Traffic,Rock 'N' Roll Stew,36,0
Bad Company,Movin' On - Live At Red Rocks,15,1
Hank Mobley,"Fin De L'Affaire - Rudy Van Gelder Edition, 2008 Digital Remaster",54,2
The Band,Long Black Veil - Remastered,41,2
Ed Sheeran,Bad Habits,93,0
Gabriel Fauré,"Dolly, Op.56: 1. Berceuse",63,3
Stevie Nicks,Rock and Roll - Live; 2019 Remaster,16,1
DAY6,예뻤어 You Were Beautiful,68,4
Homicide (Indonesia),From Ashes Rise,12,1
Nancy Wilson,I Wish You Love,61,2
paris match,lounge of rapture,16,0
Teddy Adhitya,Let Me,44,2
Marshmello,Spotlight,74,1
Julianne Hough,"You're The One That I Want - From ""Grease Live!"" Music From The Television Event",43,0
Juice WRLD,Flaws And Sins,74,4
Chad Lawson Trio,Angels We Have Heard on High,55,3
David Crosby,Music Is Love - 2021 Remaster,32,4
4 Non Blondes,What's Up?,80,4
Tulus,Gajah,56,2
Paul Simon,Me and Julio Down by the Schoolyard,71,0
Asleep At The Wheel,Navajo Trail (feat. Willie Nelson & The Quebe Sisters),24,2
BIBI,Restless,61,2
Jet,Are You Gonna Be My Girl,76,4
Tech N9ne Collabos,Casket Music,22,4
Katy Perry,Unconditionally,76,4
Tommy Dorsey,I'll Never Smile Again,62,3
YEZI,"Solo [From ""Unpretty Rapstar 2 Track 4""] - Remix",32,0
Metallica,Master of Puppets (Remastered),68,4
Rodney Atkins,Watching You,68,0
Foo Fighters,Everlong,79,4
Paul Simon,You Can Call Me Al,76,0
Eddie Rabbitt,Rocky Mountain Music - 2008 Remaster,30,0
Lil Baby,We Paid (feat. 42 Dugg),77,0
Raperin,Dil Bi Xwe Re Bir Çü - Yüreğimi Aldı Gitti,30,2
Jaz,Teman Bahagia,61,0
LouiVos,Vis,2,0
Madeleine Peyroux,The Summer Wind,49,3
Teddy Adhitya,Just You,63,2
Demun Jones,Truck Music (feat. Charlie Farley),22,0
George Benson,Turn Your Love Around,53,0
Nat King Cole,O Little Town Of Bethlehem,57,2
Rezan,Danasin - Intro,1,4
DEAN,Bonnie & Clyde,58,1
TEN,Paint Me Naked,67,0
Kansas,Carry On Wayward Son - Single Version,53,0
Bob Dylan,"Tangled up in Blue - Live at Boston Music Hall, Boston, MA - November 21, 1975 - Evening",31,1
iKON,Why Why Why,62,4
"Tyler, The Creator","GONE, GONE / THANK YOU",79,4
Alicia Keys,If I Ain't Got You,81,2
Prophets and Outlaws,Country Music Gold,33,4
Radney Foster,Texas in 1880,26,4
Rossa,Kamu Yang Kutunggu,58,2
Laura Bell Bundy,Cadillac Car,32,0
BROWN EYED SOUL,Rapture,13,2
SEVENTEEN,Power of Love,61,2
Aerosmith,Dude (Looks Like A Lady),72,0
Bryson Tiller,Don't Get Too High,53,4
Dan Fogelberg,Run for the Roses,33,2
Bill Gaither,Because He Lives - Live,27,2
Halsey,Walls Could Talk,76,0
The Band,"Time To Kill - Live At The Academy Of Music, New York, 1971 / Remastered 2001",14,1
Bonobo,Otomo,62,4
Reality Club,Alexandra,59,2
The Chainsmokers,Who Do You Love,74,4
Jon Langston,All Eyes On Us,70,0
Willis Brothers,Alcohol And #2 Diesel,24,2
Andmesh,Senyumlah,62,2
Chicago,Rockin' around the Christmas Tree,18,0
Clairo,Bubble Gum,81,2
Tom T. Hall,Bluegrass Festival In The Sky,23,0
TWICE,CHEER UP,68,4
Atlanta Rhythm Section,Georgia Rhythm,35,2
Rich Brian,Seventeen,45,1
The Hollies,Long Cool Woman (In a Black Dress) - 1999 Remaster,65,0
Bob Dylan,"All Along the Watchtower - Live at Sony Music Studios, New York, NY - November 1994",32,1
Kenny Rogers,The Rock Of Your Love,23,2
MAMAMOO,mumumumuch,65,0
The Chainsmokers,Takeaway,77,4
Johnny Winter,"I Can't Stand It - Live at The Woodstock Music & Art Fair, August 18, 1969",24,1
Pat Benatar,Hit Me With Your Best Shot,72,0
Alabama,Christmas in Dixie,25,2
Little Feat,Rocket in My Pocket,21,0
Bad Company,Rock N Roll Fantasy,18,1
Foghat,Play That Funky Music,18,1
Homicide (Indonesia),Sajak Suara,18,4
Queen,We Will Rock You - Remastered 2011,70,2
Bonnie Raitt,Feels Like Home,51,2
Helge Schneider,Comeback - Remastered,3,0
ST12,P.U.S.P.A.,54,0
DJ Snake,You Know You Like It,71,4
Kaleb J,Tak Mau Sendiri,53,0
Badfinger,Sail Away,19,2
Temple Of The Dog,Hunger Strike,69,4
Payung Teduh,Mari Bercerita,57,2
Fantasia,When I See U,71,0
Paul Simon,Loves Me Like a Rock (Acoustic Demo),39,2
Ariana Grande,Break Free,75,4
Homicide (Indonesia),Nekrodamus,13,4
Bette Midler,Say Goodbye to Hollywood,14,1
Junko Ohashi,テレフォン・ナンバー,59,0
ITZY,달라달라 (DALLA DALLA),71,0
Anggun,Snow on the Sahara,49,0
Daryl Hall & John Oates,Family Man,19,0
Unknown Mortal Orchestra,Swim and Sleep (Like a Shark),59,0
The Lumineers,Stubborn Love,69,2
Billie Holiday,April In Paris,61,2
BIGBANG,Haru Haru,61,0
Twenty One Pilots,Ride,83,0
